"","userid","mobile_likes","www_likes"
"611",1671056,1,0
"612",2040354,1,0
"613",1497897,1,0
"614",1636111,1,0
"615",2151401,1,0
"616",1746934,1,0
"617",2175095,1,0
"618",1597590,1,0
"619",1372453,1,0
"620",1164317,1,0
"621",1597029,1,0
"622",2070537,2,0
"623",1039829,2,0
"624",1773497,2,0
"625",1053097,2,0
"626",2089629,2,0
"627",1905258,2,0
"628",1134741,2,0
"629",1304860,2,0
"630",1857714,2,0
"631",1614609,2,0
"632",2077184,2,0
"633",1953089,2,0
"634",1967634,2,0
"635",1484348,2,0
"636",1770505,2,0
"637",2062526,2,0
"638",1665396,2,0
"639",1414891,2,0
"640",1242367,2,0
"641",1239521,2,0
"642",1128739,2,0
"643",1872068,2,0
"644",1288216,2,0
"645",1094397,2,0
"646",2137505,2,0
"647",1017235,2,0
"648",2011926,2,0
"649",1521902,2,0
"650",2122611,2,0
"651",1550297,2,0
"652",1502809,2,1
"653",1671551,2,1
"654",1813918,3,0
"655",1734264,3,0
"656",1560818,3,0
"657",1849137,3,0
"658",1243122,3,0
"659",2052158,3,0
"660",2098579,3,0
"661",1175787,3,0
"662",1509642,3,0
"663",1470153,3,0
"664",1879934,3,0
"665",1342296,3,0
"666",1660033,3,0
"667",1039090,3,0
"668",1572151,3,0
"669",1146165,3,0
"670",1855290,3,0
"671",1126162,3,0
"672",1295583,3,1
"673",1849233,4,0
"674",2084645,4,0
"675",1145002,4,0
"676",1281166,4,0
"677",1405917,4,0
"678",1571341,4,0
"679",1748408,4,0
"680",2163263,4,0
"681",2146747,4,0
"682",1505056,4,0
"683",1180101,4,0
"684",1107996,4,0
"685",2109937,5,0
"686",2151483,5,0
"687",1516816,5,0
"688",1128695,5,0
"689",1450747,5,0
"690",2179001,5,0
"691",1921931,5,0
"692",1227458,5,0
"693",1581202,5,0
"694",1724538,5,0
"695",1524795,6,0
"696",1163454,5,2
"697",1204427,7,0
"698",1243158,7,0
"699",2111067,7,0
"700",1996093,7,0
"701",1615903,7,0
"702",1671088,7,0
"703",2067953,7,0
"704",1667658,7,0
"705",1303147,7,0
"706",1043045,7,0
"707",1409281,7,0
"708",1664690,7,0
"709",1531579,6,2
"710",1844205,8,0
"711",1224967,8,0
"712",1882335,8,0
"713",1667741,9,0
"714",1152380,9,0
"715",1948094,9,0
"716",1181623,9,0
"717",2130697,9,1
"718",2036251,10,0
"719",2039336,10,0
"720",1003191,10,0
"721",2098185,10,0
"722",1554216,10,0
"723",1240288,10,0
"724",1969110,10,0
"725",1742914,6,5
"726",1253697,11,0
"727",1753118,12,0
"728",1277002,12,0
"729",1074715,12,0
"730",1359336,12,0
"731",1461974,10,3
"732",1285511,13,0
"733",2045882,13,0
"734",2042034,13,0
"735",1450302,13,0
"736",2021362,13,0
"737",1706860,13,1
"738",1369595,14,0
"739",1830243,13,2
"740",1604634,15,0
"741",2047581,15,1
"742",1828088,16,0
"743",1279285,16,0
"744",1057536,16,0
"745",1578409,16,0
"746",1442893,11,6
"747",1361559,16,1
"748",1509751,13,4
"749",1556065,15,3
"750",2139438,17,1
"751",1833811,18,0
"752",1716917,20,1
"753",1913941,21,0
"754",1898166,21,0
"755",2074704,21,2
"756",1290000,23,0
"757",1563231,23,0
"758",1717556,24,0
"759",1455119,25,0
"760",1931007,26,0
"761",1265927,26,0
"762",2123807,17,10
"763",1941984,27,0
"764",1902466,19,9
"765",1710919,28,0
"766",1237224,29,0
"767",1440527,30,0
"768",1643266,30,0
"769",1165477,30,0
"770",1641713,30,0
"771",1088482,32,2
"772",1430984,34,0
"773",1501030,33,2
"774",1385048,35,0
"775",1806650,36,0
"776",2118687,37,0
"777",1525546,21,17
"778",1990317,40,0
"779",1437054,31,17
"780",1459203,50,0
"781",2154206,52,0
"782",1837101,52,0
"783",1920555,53,0
"784",1963421,53,1
"785",1177934,55,0
"786",1063194,54,0
"787",1812976,48,8
"788",1666856,54,6
"789",1429541,58,4
"790",1861572,57,8
"791",1788772,57,8
"792",1811023,64,0
"793",2074086,68,0
"794",1460800,66,0
"795",2055005,70,0
"796",1587320,71,0
"797",1292215,70,8
"798",1954344,78,0
"799",1085926,104,2
"800",1624032,103,2
"801",1653519,110,0
"802",1590924,95,23
"803",1210455,125,0
"804",1514609,132,3
"805",1046041,125,19
"806",1360879,222,0
"807",1584184,196,57
"808",1380760,337,37
"809",1946130,1,0
"810",1290467,1,0
"811",2166525,1,0
"812",1639406,1,0
"813",1885401,1,0
"814",2073629,1,0
"815",1312353,1,0
"816",1849071,1,0
"817",1132341,1,0
"818",1494160,1,0
"819",2001600,1,0
"820",1637851,1,0
"821",2102981,1,0
"822",1173614,1,0
"823",1578941,1,0
"824",1042357,1,0
"825",1185375,1,0
"826",1536060,1,0
"827",1517129,1,0
"828",1881289,1,0
"829",1618474,1,0
"830",1759461,1,0
"831",1114599,1,0
"832",1546943,1,0
"833",2062232,1,0
"834",1195954,1,0
"835",1979437,1,0
"836",1234368,1,0
"837",1289944,1,0
"838",2166865,1,0
"839",1726232,1,0
"840",1182301,1,0
"841",1108323,1,0
"842",1466404,1,0
"843",1186942,1,0
"844",1632817,1,0
"845",1199446,1,0
"846",1129054,1,0
"847",1660584,1,0
"848",1498763,1,0
"849",1743499,1,0
"850",1692316,1,0
"851",1469357,1,0
"852",1068558,1,0
"853",1514345,1,0
"854",1289715,1,0
"855",1083024,1,0
"856",1602418,1,0
"857",1832537,1,0
"858",1135070,1,0
"859",1366119,1,0
"860",1846065,1,0
"861",1991112,1,0
"862",1183885,1,0
"863",1960543,1,0
"864",2026394,2,0
"865",1860794,2,0
"866",1705598,2,0
"867",1013327,2,0
"868",1103803,2,0
"869",1652258,2,0
"870",1800934,2,0
"871",1369733,2,0
"872",1629164,2,0
"873",1730088,2,0
"874",2049324,2,0
"875",1604313,2,0
"876",1787193,2,0
"877",1059809,2,0
"878",1691902,2,0
"879",1497097,2,0
"880",1109935,2,0
"881",2176266,2,0
"882",1739075,2,0
"883",1576262,2,0
"884",1549793,2,0
"885",1314526,2,0
"886",1711384,2,0
"887",1263100,2,0
"888",1472151,2,1
"889",2127261,2,1
"890",1789092,2,1
"891",1541525,2,1
"892",1989554,3,0
"893",2009479,3,0
"894",1265445,3,0
"895",1065753,3,0
"896",1197578,3,0
"897",1332234,3,0
"898",1073074,3,0
"899",1714722,3,0
"900",2141436,3,0
"901",1417561,3,0
"902",1191355,3,0
"903",1685461,3,0
"904",1759524,3,0
"905",1305618,3,0
"906",1420313,3,0
"907",1161228,3,0
"908",1919733,3,0
"909",1291007,3,0
"910",1403081,3,0
"911",1177752,3,0
"912",1190666,3,0
"913",1901069,3,0
"914",1698583,3,0
"915",1041770,3,1
"916",2071402,3,1
"917",1858701,4,0
"918",1342538,4,0
"919",2051385,4,0
"920",2104250,4,0
"921",1649260,4,0
"922",1093582,4,0
"923",1578044,4,0
"924",1632536,4,0
"925",1084311,4,0
"926",1707504,4,0
"927",1636154,4,0
"928",1519862,4,0
"929",1017067,4,0
"930",2070948,4,1
"931",1759765,5,0
"932",1000738,5,0
"933",1565659,5,0
"934",1068331,5,0
"935",1973492,5,0
"936",1378037,5,0
"937",1617775,5,0
"938",1901750,5,0
"939",1545405,5,0
"940",2092678,5,0
"941",2083228,6,0
"942",1175317,6,0
"943",1548501,6,0
"944",1353647,6,0
"945",2153430,6,0
"946",1902589,5,2
"947",1658273,4,3
"948",1364052,7,0
"949",1512527,7,0
"950",1795728,7,0
"951",1918062,7,0
"952",1068458,8,0
"953",1587202,8,0
"954",1042095,8,1
"955",1619389,8,1
"956",1639969,9,0
"957",1511203,9,0
"958",1753584,9,0
"959",1722496,9,0
"960",1475512,9,0
"961",1139212,9,0
"962",2174262,9,0
"963",1469597,9,0
"964",1457311,9,0
"965",1492993,8,2
"966",1324707,10,0
"967",1420136,10,0
"968",1254391,11,0
"969",1690256,12,0
"970",2147269,12,0
"971",1443924,12,0
"972",1526507,13,0
"973",1279749,13,0
"974",1050730,13,0
"975",2074521,14,0
"976",1495497,14,0
"977",2095152,15,0
"978",1652838,15,0
"979",1504756,16,0
"980",1636159,14,3
"981",1035414,17,0
"982",1794522,17,1
"983",1297087,18,0
"984",1241887,16,3
"985",1132592,19,0
"986",1320467,19,0
"987",2149993,20,0
"988",1195060,22,0
"989",1800867,22,0
"990",1681392,22,2
"991",1371155,24,0
"992",1590757,24,0
"993",1482608,17,8
"994",2114303,26,0
"995",1129026,20,7
"996",1757022,27,0
"997",1737532,27,2
"998",1914292,24,5
"999",1974700,30,0
"1000",2065849,32,0
"1001",1048064,32,0
"1002",1090505,35,0
"1003",1932861,35,0
"1004",1756868,35,0
"1005",1889182,36,0
"1006",1285406,37,4
"1007",1046194,41,0
"1008",1307696,44,0
"1009",1433852,38,8
"1010",1535029,46,6
"1011",1512517,49,5
"1012",1294718,56,0
"1013",1887177,66,0
"1014",1519476,73,0
"1015",1418072,75,0
"1016",1587479,83,0
"1017",1038091,94,6
"1018",1123441,116,0
"1019",1520563,96,27
"1020",1109728,139,0
"1021",1430448,150,0
"1022",1143135,194,0
"1023",1836605,201,6
"1024",1638215,243,2
"1025",1399230,257,0
"1026",1148642,342,0
"1027",1533948,388,0
"1028",1379316,441,217
"1029",1915889,1,0
"1030",1060699,1,0
"1031",1839707,1,0
"1032",1509032,1,0
"1033",2166104,1,0
"1034",1958889,1,0
"1035",2079926,1,0
"1036",2193411,1,0
"1037",1469702,1,0
"1038",2023633,1,0
"1039",2013780,1,0
"1040",1981900,1,0
"1041",1355100,1,0
"1042",1049674,1,0
"1043",1547835,1,0
"1044",1594749,1,0
"1045",1854114,1,0
"1046",1932377,1,0
"1047",1240148,1,0
"1048",1074297,1,0
"1049",1577289,1,0
"1050",1980401,1,0
"1051",2049663,1,0
"1052",1496190,1,0
"1053",1699206,1,0
"1054",1079352,1,0
"1055",2084212,1,0
"1056",1620195,1,0
"1057",1952127,1,0
"1058",1122361,1,0
"1059",1993756,1,0
"1060",1809096,1,0
"1061",1093368,1,0
"1062",1153521,1,0
"1063",1507998,1,0
"1064",1135278,1,0
"1065",2093702,1,0
"1066",1901335,1,0
"1067",2087242,1,0
"1068",1386581,1,0
"1069",1216569,1,0
"1070",1067343,1,0
"1071",1303007,1,0
"1072",1288918,1,0
"1073",1957132,1,0
"1074",1665510,1,0
"1075",1912321,1,0
"1076",1517386,1,0
"1077",1623378,1,0
"1078",1995439,1,0
"1079",2190114,1,0
"1080",2012547,2,0
"1081",1942104,2,0
"1082",1031586,2,0
"1083",1352530,2,0
"1084",1502197,2,0
"1085",2015523,2,0
"1086",1966405,2,0
"1087",1244543,2,0
"1088",1628718,2,0
"1089",1315410,2,0
"1090",1773315,2,0
"1091",1619874,2,0
"1092",1669174,2,0
"1093",1657143,2,0
"1094",1054598,2,0
"1095",1327307,2,0
"1096",1964212,2,0
"1097",1796437,2,0
"1098",1094774,2,0
"1099",1578885,2,0
"1100",1234700,2,0
"1101",2070366,2,0
"1102",1358088,2,0
"1103",1560466,2,0
"1104",1042219,2,0
"1105",2076863,3,0
"1106",2088843,3,0
"1107",1500957,3,0
"1108",1184958,3,0
"1109",2020077,3,0
"1110",2175352,3,0
"1111",1930677,3,0
"1112",1198095,3,0
"1113",1830920,3,0
"1114",1419929,3,0
"1115",1475763,3,0
"1116",1267651,3,0
"1117",1428751,3,0
"1118",1264362,3,0
"1119",1803618,3,0
"1120",1088338,3,0
"1121",2128842,3,1
"1122",1860868,4,0
"1123",2120954,4,0
"1124",2113074,4,0
"1125",1735248,4,0
"1126",1444835,4,0
"1127",1084416,4,0
"1128",1463959,4,0
"1129",2011036,4,0
"1130",1627844,5,0
"1131",1354735,5,0
"1132",1289061,5,0
"1133",1429867,5,0
"1134",1126051,5,0
"1135",1707147,5,0
"1136",2036324,5,0
"1137",2085115,5,0
"1138",1871995,5,0
"1139",1917760,5,0
"1140",1384501,5,0
"1141",1703547,5,0
"1142",1706114,5,0
"1143",2177816,5,0
"1144",1251777,5,0
"1145",1699428,5,0
"1146",1870064,5,0
"1147",2090640,6,0
"1148",1298387,6,0
"1149",2069352,6,0
"1150",2078221,6,0
"1151",1402213,6,0
"1152",2164109,6,0
"1153",1389692,7,0
"1154",1295507,7,0
"1155",1142776,7,0
"1156",2134247,7,0
"1157",2141608,7,0
"1158",1318207,7,0
"1159",1180009,7,0
"1160",1470823,7,0
"1161",1069316,5,3
"1162",1814306,8,0
"1163",1353791,8,0
"1164",2189646,9,0
"1165",1404563,10,0
"1166",1470495,11,0
"1167",1621173,11,0
"1168",1029162,11,0
"1169",1449777,12,0
"1170",1118160,10,3
"1171",1580699,13,0
"1172",2035947,13,0
"1173",1664068,13,0
"1174",1259357,14,0
"1175",1465506,14,0
"1176",1217921,14,1
"1177",1972739,15,0
"1178",1824398,15,0
"1179",1937476,15,0
"1180",1126796,16,0
"1181",1218539,17,0
"1182",1849691,17,0
"1183",2173565,10,8
"1184",1131830,10,8
"1185",1346007,19,0
"1186",1202446,19,0
"1187",1422703,21,0
"1188",1034529,22,0
"1189",1137054,23,0
"1190",1727502,24,0
"1191",1131924,24,0
"1192",1736085,24,0
"1193",1890530,24,1
"1194",1938942,25,1
"1195",1174609,23,3
"1196",2136441,25,1
"1197",1965242,26,0
"1198",1333084,27,1
"1199",1105341,29,0
"1200",1629699,21,10
"1201",1510596,20,11
"1202",1973827,32,0
"1203",2011993,32,0
"1204",1090120,34,0
"1205",2118214,31,5
"1206",1280394,36,0
"1207",1439199,25,12
"1208",1695852,39,3
"1209",2129597,43,0
"1210",1678212,40,8
"1211",1048563,49,0
"1212",1533371,48,0
"1213",2026681,46,4
"1214",1702566,52,0
"1215",1465026,59,0
"1216",1901878,43,18
"1217",1684299,60,4
"1218",2037625,65,0
"1219",1317603,67,0
"1220",1057294,65,7
"1221",1680150,81,0
"1222",1882708,87,0
"1223",1731239,86,0
"1224",1334321,92,1
"1225",1828914,92,0
"1226",1509361,92,0
"1227",1829884,100,0
"1228",1923110,61,51
"1229",1803278,111,0
"1230",1479994,115,6
"1231",2017971,190,0
"1232",1700345,236,0
"1233",1119253,251,0
"1234",1409117,495,26
"1235",1525441,3272,66
"1236",1400364,1,0
"1237",1524538,1,0
"1238",2132829,1,0
"1239",1326955,1,0
"1240",1805830,1,0
"1241",1065172,1,0
"1242",1680628,1,0
"1243",2176644,1,0
"1244",1121585,1,0
"1245",1382722,1,0
"1246",1620210,1,0
